ID,marka,naw3,9at3a,khochn,toul,3ordh,R,G,B,soum
3101,HA,sport,jacket,1.018333333,25.6,53,104,19,21,84.2
3102,Zen,mta3 a3res,maryoul,1.018333333,37.6,61,118,21,24,102.1
3103,HA,mta3 a3res,serwel,1.021666667,30.4,55,110,20,23,56.8
3104,HA,confy,serwel,1.041666667,47.2,57,126,23,26,130.5
3105,Armani,sport,kabbout,1.008333333,80,62,152,27,31,739.2
3106,Zen,sport,sabbat,1.048333333,34.4,59,113,20,24,86.7
3107,Bey&Bey,posé,sabbat,1.063333333,56,60,132,23,28,208.3
3108,Zen,posé,sabbat,1.055,84,56,153,27,32,561.4
3109,HA,sport,t-shirt,1.023333333,26.4,55,105,19,21,66.6
3110,Bey&Bey,sport,socks,1.066666667,40,55,120,21,25,208.1
3111,HA,confy,kabbout,1.031666667,48,54.9,128,23,26,286
3112,Armani,sport,serwel,0.986666667,105.6,61,171,30,34,437.3
3113,HA,sport,t-shirt,1.033333333,40,54,121,22,25,156.9
3114,HA,mta3 kolyoum,maryoul,1.016666667,24,56,102,18,21,70.9
3115,Zen,mta3 a3res,t-shirt,1.008333333,20.8,59,97,18,20,45.3
3116,Armani,mta3 kolyoum,maryoul,0.976666667,84,60,159,28,31,582.1
3117,HA,confy,sabbat,1.043333333,27.2,57,106,19,22,95.6
3118,Armani,mta3 kolyoum,sabbat,0.99,41.6,61,124,22,24,182.8
3119,Armani,mta3 a3res,t-shirt,1.023333333,32,58,112,20,23,105
3120,HA,confy,kabbout,1.026666667,20.8,57,98,18,20,59.7
3121,Zen,sport,maryoul,1.053333333,24.8,57,102,18,21,59.3
3122,HA,mta3 a3res,socks,1.031666667,84.8,55,155,28,32,1253.9
3123,Zen,mta3 kolyoum,kabbout,1.018333333,20,59,95,17,19,54.8
3124,Armani,mta3 a3res,socks,1.013333333,24.8,59,103,19,21,87.4
3125,Zen,mta3 kolyoum,maryoul,1.065,60,56,136,24,29,308.5
3126,Kontakt,mta3 a3res,maryoul,1.078333333,32,58,110,20,24,85.7
3127,HA,sport,sabbat,1.011666667,23.2,55,102,18,21,52.5
3128,HA,formel,jacket,1.038333333,56,55,135,24,28,253.6
3129,Bey&Bey,sport,hoodie,1.065,58.4,55,136,24,29,121
3130,Armani,mta3 a3res,maryoul,1.015,24,58,103,18,21,60.3
3131,Zen,sport,t-shirt,1.046666667,138.4,57,179,33,38,1501.4
3132,Zen,mta3 kolyoum,t-shirt,1.048333333,32,56,110,20,23,112.3
3133,Zen,mta3 a3res,maryoul,1.045,40,61,118,21,25,119.7
3134,Armani,sport,sabbat,1.006666667,31.2,61,112,20,22,94.2
3135,HA,sport,kabbout,1.03,46.4,56,127,23,26,213.3
3136,Armani,posé,serwel,1.011666667,121.6,60,179,31,36,654.4
3137,HA,formel,maryoul,1.028333333,24,57,102,18,21,42.2
3138,Armani,sport,serwel,0.973333333,41.6,62,126,22,24,107.6
3139,Zen,mta3 kolyoum,serwel,1.04,73.6,60,147,27,31,416.8
3140,HA,confy,kabbout,1.033333333,80.8,56,152,27,32,948.3
3141,Kontakt,mta3 a3res,hoodie,1.076666667,96,56,159,28,34,280.9
3142,HA,mta3 kolyoum,kabbout,1.021666667,85.6,58,155,28,32,1026.6
3143,Zen,confy,sabbat,1.046666667,89.6,57,156,28,33,758.9
3144,HA,sport,maryoul,1.028333333,43.2,55,124,22,25,118.7
3145,Zen,mta3 a3res,t-shirt,1.031666667,81.6,59,151,27,31,725.7
3146,Armani,posé,sabbat,1.041666667,81.6,56,153,27,32,531.2
3147,HA,formel,socks,1.038333333,31.2,54,111,20,23,89.5
3148,HA,formel,maryoul,1.031666667,56.8,55,135,24,28,231.3
3149,Zen,formel,t-shirt,0.996666667,60.8,61,140,25,28,253
3150,Zen,sport,serwel,1.051666667,161.6,56,191,34,40,1584.8
3151,Armani,confy,sabbat,1.003333333,36.8,60,118,21,24,120.8
3152,Zen,confy,kabbout,1.056666667,80.8,57,153,27,32,879.7
3153,Armani,mta3 kolyoum,maryoul,1.033333333,24.8,58,102,18,21,57.1
3154,HA,sport,kabbout,1.038333333,32,54,112,20,23,93.1
3155,Bey&Bey,formel,jacket,1.04,72,61,143,26,30,397.2
3156,Bey&Bey,mta3 a3res,maryoul,1.061666667,56.8,58,134,24,28,230.8
3157,Zen,posé,maryoul,1.055,160,59,190,34,40,1776
3158,Armani,mta3 a3res,t-shirt,1.023333333,32,58,112,20,23,105
3159,HA,posé,sabbat,1.005,93.6,61,162,29,32,632.4
3160,Bey&Bey,mta3 a3res,serwel,1.07,73.6,58,145,26,31,328.2
3161,HA,sport,socks,1.03,19.2,55,94,17,19,55.9
3162,Zen,posé,sabbat,1.036666667,24.8,59,103,18,21,48.9
3163,HA,formel,maryoul,1.03,84.8,55,155,28,32,569.7
3164,Armani,mta3 a3res,kabbout,1.035,83.2,56,155,28,32,861
3165,Armani,formel,serwel,1.018333333,103.2,62,166,30,34,429.1
3166,Armani,mta3 kolyoum,t-shirt,0.99,61.6,59,142,25,28,396.6
3167,Armani,sport,sabbat,1.035,72,59,147,26,30,425.9
3168,HA,sport,t-shirt,1.045,107.2,57,167,30,35,989
3169,HA,mta3 kolyoum,maryoul,1.036666667,24.8,55,103,18,21,73.2
3170,Armani,mta3 a3res,t-shirt,0.986666667,80,60,155,28,28,705.6
3171,Zen,mta3 a3res,sabbat,0.986666667,80.8,59,154,28,31,625.7
3172,HA,formel,maryoul,1.038333333,120,56,174,32,36,837.1
3173,Zen,mta3 a3res,maryoul,1.036666667,72.8,55,146,26,30,388.5
3174,Zen,formel,maryoul,0.981666667,100,58,167,30,33,550
3175,Zen,sport,jacket,1.01,37.6,55,119,22,24,178
3176,HA,posé,maryoul,1.041666667,34.4,57,113,20,24,71.6
3177,Armani,mta3 kolyoum,sabbat,1.038333333,16,60,88,15,18,36.7
3178,Armani,sport,socks,1.033333333,56.8,58,134,24,28,364.2
3179,HA,confy,serwel,1.03,90.4,57,158,28,33,512
3180,Armani,formel,maryoul,1.001666667,91.2,60,161,29,32,478.8
3181,Zen,classy,jacket,1.06,121.6,56,172,31,37,959.3
3182,HA,posé,serwel,1.026666667,132,55,179,32,37,1034.9
3183,HA,mta3 a3res,sabbat,1.033333333,24.8,56,103,19,21,62.5
3184,Armani,mta3 a3res,jacket,0.995,24.8,59,106,19,21,102.8
3185,Zen,sport,sabbat,1.031666667,121.6,56,172,31,36,1316.1
3186,Armani,posé,sabbat,1.038333333,107.2,60,167,30,35,763
3187,HA,posé,jacket,1.005,43.2,56,126,22,25,194.4
3188,Zen,mta3 kolyoum,maryoul,1.046666667,50.4,57,129,23,27,193.9
3189,HA,mta3 a3res,maryoul,1.006666667,30.4,57,111,20,22,84.4
3190,HA,confy,sabbat,1.016666667,26.4,57,105,19,21,92.8
3191,HA,mta3 kolyoum,sabbat,1.035,24.8,54,104,18,21,94.2
3192,Armani,mta3 a3res,kabbout,1.025,24,58,101,18,21,73.7
3193,Bey&Bey,posé,maryoul,1.053333333,29.6,57,107,19,23,53.3
3194,Armani,sport,t-shirt,1.04,41.6,59,122,22,25,181.5
3195,Armani,sport,sabbat,1.011666667,58.4,58,139,25,28,277
3196,HA,mta3 a3res,maryoul,1.026666667,58.4,55,136,25,28,295.1
3197,Armani,mta3 kolyoum,serwel,1.031666667,100.8,58,163,29,34,541.2
3198,HA,sport,maryoul,1.028333333,32.8,54,113,20,23,68.8
3199,HA,sport,socks,1.023333333,24.8,55,103,18,21,89.1
3200,Armani,posé,maryoul,1.03,94.4,58,161,29,33,580.1
3201,Kontakt,confy,maryoul,1.078333333,80.8,56,150,27,32,503.4
3202,HA,mta3 kolyoum,sabbat,1.036666667,32.8,57,113,20,23,107.6
3203,HA,mta3 kolyoum,serwel,1.021666667,56,57,136,24,28,257.5
3204,Armani,sport,sabbat,1.003333333,88,58,160,29,32,665.3
3205,HA,classy,sabbat,1.023333333,41.6,57,122,22,25,115.1
3206,Armani,confy,sabbat,1.021666667,24.8,60,102,19,21,68
3207,HA,sport,t-shirt,1.026666667,25.6,57,104,18,21,82.8
3208,HA,mta3 kolyoum,sabbat,1.041666667,45.6,57,125,22,26,191.4
3209,HA,mta3 a3res,sabbat,1.025,25.6,56,104,19,21,82.8
3210,HA,sport,t-shirt,1.035,26.4,56,104,19,21,85.4
3211,HA,posé,sabbat,1.03,32,54.5,112,20,23,76.4
3212,Bey&Bey,confy,t-shirt,0.948333333,18.4,65,96,17,18,32.7
3213,Armani,classy,sabbat,1.045,64,61,139,25,29,204.5
3214,Armani,sport,socks,1.028333333,24.8,54,103,18,21,98.8
3215,Armani,mta3 a3res,t-shirt,1.021666667,80.8,58,154,27,31,712.7
3216,Armani,sport,serwel,1.036666667,107.2,56,168,30,35,658.1
3217,Armani,posé,maryoul,1.04,96.8,56,162,29,34,656.6
3218,HA,sport,t-shirt,1.033333333,45.6,55,125,23,26,185.1
3219,HA,sport,jacket,1.016666667,28,56,108,19,22,88.7
3220,Bey&Bey,mta3 kolyoum,serwel,0.998333333,160.8,65,189,34,38,1662.4
3221,HA,formel,jacket,1.008333333,32,57,113,20,23,108
3222,HA,sport,sabbat,1.01,44.8,57,127,23,25,169.8
3223,Armani,posé,kabbout,1.023333333,24.8,58,102,18,21,62.5
3224,Zen,mta3 kolyoum,sabbat,1.01,56,60,135,24,27,366.8
3225,Zen,formel,maryoul,1.046666667,120.8,59,170,31,36,821.4
3226,HA,confy,serwel,1.011666667,68,55,145,26,29,344.1
3227,Zen,sport,kabbout,1.033333333,25.6,55,104,19,21,73
3228,Zen,confy,sabbat,1.036666667,32,56,112,20,23,91.2
3229,HA,classy,maryoul,1.035,109.6,55,169,30,35,633.9
3230,HA,mta3 a3res,serwel,1.038333333,160.8,58,190,34,40,1595.5
3231,HA,posé,socks,1.03,24.8,57,102,18,21,78.9
3232,Armani,mta3 a3res,kabbout,1.05,48.8,60,127,22,26,231.9
3233,Armani,mta3 a3res,maryoul,1.011666667,80,60,151,27,31,529.2
3234,HA,formel,serwel,1.015,80,57,152,28,31,381.1
3235,Armani,sport,sabbat,1.02,120,61,174,31,35,1230.8
3236,Armani,posé,sabbat,1.041666667,25.6,59,103,18,21,64.8
3237,HA,sport,maryoul,1.033333333,48.8,54,130,23,27,157.9
3238,Zen,sport,serwel,1.038333333,72,58,146,26,30,339.8
3239,HA,posé,socks,1.035,41.6,57,121,22,25,195.6
3240,HA,posé,sabbat,1.035,92.8,57,159,29,33,695.4
3241,HA,sport,kabbout,1.036666667,96,55,160,29,33,940.7
3242,Armani,confy,kabbout,1.023333333,24.8,58,102,18,21,81.6
3243,Armani,sport,maryoul,1.045,72,59,145,26,30,377.4
3244,Bey&Bey,posé,serwel,1.06,101.6,58,161,29,34,455.2
3245,Armani,sport,jacket,1.015,26.4,58,105,19,21,86.8
3246,HA,posé,serwel,1.013333333,61.6,57,141,25,28,230.2
3247,Zen,mta3 a3res,maryoul,1.055,37.6,60,118,21,25,108.6
3248,HA,mta3 a3res,maryoul,1.008333333,43.2,57,124,22,25,138.5
3249,HA,formel,socks,1.036666667,25.6,57,103,18,21,67.3
3250,Armani,sport,sabbat,1.038333333,82.4,57,154,27,32,614.6
3251,Zen,confy,maryoul,1.006666667,25.6,61,104,19,21,52.4
3252,Armani,sport,sabbat,1.02,24.8,59,103,19,21,47.1
3253,Zen,formel,jacket,1.036666667,24.8,60,102,18,21,57.1
3254,Armani,confy,maryoul,0.983333333,27.2,60,109,19,21,76.5
3255,Zen,sport,jacket,1.031666667,25.6,58,103,19,21,84.2
3256,HA,mta3 kolyoum,t-shirt,1.01,40,57,122,22,25,245.4
3257,HA,confy,kabbout,1.031666667,24,57,101,18,21,78.9
3258,HA,mta3 a3res,maryoul,1.026666667,41.6,57,122,22,25,125
3259,Bey&Bey,confy,maryoul,1.061666667,36.8,58,114,21,24,89.1
3260,HA,mta3 a3res,t-shirt,1.036666667,27.2,56,105,19,22,74.5
3261,Zen,posé,serwel,0.973333333,72.8,63,149,27,29,340.8
3262,Armani,sport,sabbat,1.043333333,25.6,60,103,18,21,72
3263,HA,mta3 a3res,kabbout,1.033333333,42.4,57,122,22,25,217.7
3264,Zen,sport,serwel,0.986666667,82.4,63,155,28,31,447.3
3265,HA,posé,serwel,1.036666667,104.8,57,165,30,34,648.4
3266,HA,mta3 a3res,t-shirt,1.033333333,80.8,57,153,27,31,788.7
3267,Bey&Bey,mta3 a3res,kabbout,1.066666667,72.8,61,143,26,31,531.7
3268,HA,sport,serwel,1.021666667,34.4,56,116,21,23,93.5
3269,Armani,posé,sabbat,1.036666667,124.8,58,175,32,37,1042.4
3270,HA,classy,t-shirt,1.033333333,101.6,57,165,29,34,500.8
3271,Armani,sport,sabbat,0.981666667,95.2,61,163,29,32,739.7
3272,Zen,mta3 a3res,sabbat,1.016666667,25.6,61,103,19,21,64.5
3273,Armani,formel,kabbout,1.035,24.8,58,103,18,21,69.8
3274,Armani,posé,serwel,1.02,31.2,58,107,26,35,46.8
3275,Bey&Bey,confy,maryoul,1.065,24.8,56,102,18,21,69.8
3276,HA,confy,sabbat,1.028333333,28,55,107,19,22,76.7
3277,Armani,mta3 a3res,sabbat,1.035,32,58,113,20,23,108
3278,HA,confy,kabbout,1.015,32.8,56,112,20,23,118.7
3279,Armani,posé,socks,1.036666667,96.8,58,161,29,34,829.4
3280,HA,confy,maryoul,1.031666667,74.4,56,148,27,31,599.2
3281,Armani,mta3 a3res,sabbat,1.036666667,56,59,134,24,28,264.8
3282,HA,formel,maryoul,1.03,161.6,56,191,35,40,1656
3283,Zen,confy,t-shirt,1.056666667,59.2,55,137,24,29,335.7
3284,Zen,formel,jacket,1.06,24.8,55,101,18,21,54.1
3285,Bey&Bey,posé,t-shirt,0.97,120.8,58,177,32,35,1081.9
3286,Zen,posé,maryoul,1.056666667,122.4,55,173,31,37,1047.3
3287,Zen,mta3 kolyoum,maryoul,0.998333333,44.8,60,126,23,25,172.3
3288,HA,classy,sabbat,1.036666667,80.8,54,152,28,32,444.3
3289,Armani,classy,serwel,1.038333333,81.6,58,152,27,31,311.9
3290,Zen,confy,sabbat,1.05,72,58,145,26,31,470.7
3291,Bey&Bey,sport,sabbat,1.065,80.8,54,151,27,32,570.1
3292,Armani,sport,t-shirt,1.018333333,40.8,58,121,22,25,165.6
3293,Armani,mta3 a3res,t-shirt,1.045,29.6,51,110,19,23,83.3
3294,HA,formel,sabbat,1.026666667,40,54,121,22,25,122
3295,HA,confy,sabbat,1.031666667,29.6,53,110,20,23,104.1
3296,Bey&Bey,posé,sabbat,1.041666667,136,59,177,32,37,1272.3
3297,Bey&Bey,formel,socks,1.061666667,72,64,142,26,30,373.4
3298,Armani,mta3 a3res,serwel,1.033333333,166.4,60,193,35,40,1343.7
3299,Zen,mta3 a3res,socks,1.023333333,87.2,56,157,28,32,1163.1
3300,Zen,confy,jacket,1.036666667,81.6,57,151,28,32,1067.2
3301,HA,posé,maryoul,1.031666667,83.2,57,154,27,32,451.5
3302,HA,mta3 kolyoum,maryoul,1.035,101.6,55,164,30,34,825.6
3303,HA,sport,sabbat,1.033333333,96.8,56,160,29,33,766.6
3304,Kontakt,sport,serwel,1.141666667,120,66,163,29,37,655.2
3305,HA,mta3 a3res,jacket,1.028333333,57.6,56,136,24,28,379.5
3306,Zen,posé,serwel,1.023333333,122.4,60,174,32,36,799.1
3307,Zen,sport,serwel,1.056666667,56.8,56,134,24,28,208.6
3308,Kontakt,posé,serwel,1.116666667,80,55,148,26,33,291.2
3309,HA,mta3 a3res,jacket,1.01,44,57,126,23,25,271.6
3310,HA,mta3 kolyoum,kabbout,1.013333333,28,56,108,19,22,116.2
3311,Armani,mta3 kolyoum,serwel,1.043333333,96,57,162,29,34,555.1
3312,Bey&Bey,mta3 kolyoum,maryoul,0.971666667,80.8,59,156,28,30,574.7
3313,HA,sport,sabbat,1.036666667,27.2,57,105,19,22,59.6
3314,Armani,posé,serwel,1.006666667,168,59,196,36,40,1647.9
3315,HA,posé,serwel,1.036666667,83.2,56,154,28,32,407.7
3316,HA,formel,serwel,1.04,84.8,57,153,28,32,397.5
3317,Armani,mta3 a3res,t-shirt,1.036666667,120,60,173,31,36,1585.1
3318,HA,confy,kabbout,1.033333333,83.2,58,155,27,32,955.2
3319,Zen,mta3 a3res,kabbout,1.021666667,18.4,60,94,17,19,46.5
3320,HA,posé,socks,1.018333333,56.8,56,136,25,28,329
3321,HA,confy,t-shirt,1.025,42.4,55,123,22,25,191.7
3322,HA,sport,sabbat,1.026666667,90.4,57,158,29,33,715.9
3323,HA,mta3 kolyoum,sabbat,1.041666667,25.6,56,103,19,22,75.8
3324,Zen,confy,serwel,1.02,24.8,61,103,18,21,43.5
3325,Armani,mta3 a3res,sabbat,0.988333333,24.8,60,104,19,20,80.2
3326,Zen,posé,socks,1.033333333,83.2,55,154,28,32,669.4
3327,Armani,classy,maryoul,1.005,104.8,62,169,30,34,449
3328,HA,posé,sabbat,1.05,136.8,57,179,32,38,1053.4
3329,Zen,confy,jacket,1.058333333,18.4,54,93,17,20,53
3330,HA,confy,sabbat,1.028333333,24.8,55,103,19,21,68
3331,Zen,mta3 a3res,sabbat,1.038333333,56,58,133,24,28,281.2
3332,Zen,confy,maryoul,1.025,32.8,61,112,20,23,70.5
3333,HA,mta3 kolyoum,t-shirt,1.025,82.4,57,153,28,32,874.2
3334,HA,mta3 kolyoum,maryoul,1.001666667,27.2,57,108,19,21,80.3
3335,Zen,mta3 a3res,jacket,0.978333333,20.8,58,100,18,19,59.7
3336,Zen,posé,t-shirt,1.036666667,41.6,55,122,22,25,165.9
3337,Armani,classy,maryoul,1.035,57.6,59,136,24,28,198.7
3338,Zen,sport,serwel,1.028333333,24.8,55,103,19,21,43.3
3339,Armani,mta3 a3res,sabbat,1.026666667,80.8,59,151,27,31,658.7
3340,Armani,formel,maryoul,1.033333333,82.4,58,153,27,32,432.6
3341,Armani,classy,t-shirt,1.031666667,25.6,58,104,18,21,54
3342,HA,mta3 a3res,maryoul,1.038333333,64.8,55,141,25,29,348.1
3343,Armani,sport,kabbout,1.028333333,27.2,56,107,19,22,99.5
3344,HA,mta3 a3res,sabbat,1.021666667,24.8,57,102,18,21,62.5
3345,Zen,sport,sabbat,1.046666667,121.6,54,172,31,36,1235.9
3346,Armani,posé,maryoul,1.025,85.6,57,157,28,32,512.3
3347,HA,sport,serwel,1.035,89.6,57,159,28,33,422.2
3348,HA,classy,t-shirt,1.033333333,103.2,57,164,30,34,567.6
3349,HA,sport,t-shirt,1.028333333,96,56,162,29,33,576.6
3350,Armani,sport,t-shirt,1.031666667,123.2,59,174,31,36,1373.3
3351,Armani,posé,t-shirt,1.041666667,24,58,101,18,21,52.6
3352,Bey&Bey,mta3 kolyoum,sabbat,1.053333333,32,57,110,20,23,78.6
3353,Zen,posé,t-shirt,1.046666667,61.6,58,136,25,29,296.1
3354,Zen,mta3 a3res,t-shirt,0.973333333,80,63,156,28,30,609.8
3355,HA,confy,serwel,1.025,37.6,55,118,21,24,93.1
3356,HA,formel,sabbat,1.04,40,55,120,22,25,111
3357,Zen,mta3 a3res,maryoul,1.046666667,80,59,150,27,31,485.1
3358,Bey&Bey,confy,serwel,1.053333333,32,57,110,20,23,66.6
3359,HA,posé,maryoul,1.005,80,56,154,28,31,470.2
3360,Armani,confy,sabbat,1.005,40.8,59,123,22,25,178.1
3361,Zen,sport,serwel,0.97,56,63,138,25,27,196.6
3362,HA,sport,serwel,1.04,42.4,56,122,22,25,109.3
3363,Zen,posé,maryoul,1.04,105.6,58,166,30,35,711.9
3364,Zen,mta3 a3res,maryoul,1.021666667,31.2,62,111,20,23,67
3365,HA,sport,jacket,1.046666667,28.8,57,108,19,22,105.3
3366,HA,sport,sabbat,1.026666667,42.4,57,122,22,25,176.9
3367,Armani,sport,maryoul,1.043333333,25.6,58,103,18,21,61.2
3368,Zen,mta3 kolyoum,kabbout,1.031666667,19.2,58,95,17,19,47.8
3369,HA,sport,maryoul,1.023333333,24,57,101,18,21,47.7
3370,Armani,mta3 a3res,jacket,1.043333333,40.8,57,121,21,25,234.1
3371,Armani,mta3 kolyoum,maryoul,1.01,44.8,59,127,23,25,181.4
3372,Zen,formel,maryoul,1.045,120.8,61,172,31,36,863.7
3373,Armani,confy,maryoul,1.005,72,60,148,26,30,391.7
3374,Zen,mta3 a3res,sabbat,1.025,40,61,120,22,25,143.6
3375,Zen,mta3 kolyoum,t-shirt,1.013333333,32,59,112,20,23,95.4
3376,Armani,sport,serwel,1.02,46.4,59,128,23,26,130.7
3377,HA,formel,maryoul,1.041666667,56.8,57,135,24,28,221.8
3378,Armani,mta3 kolyoum,maryoul,1.04,100,58,163,29,34,792.4
3379,Armani,posé,socks,1.006666667,24.8,58,104,19,21,76.1
3380,HA,classy,maryoul,1.043333333,56.8,57,135,24,28,160.9
3381,Bey&Bey,posé,serwel,1.053333333,24,55,101,18,21,37.8
3382,Zen,sport,sabbat,1.05,48.8,58,128,23,27,167.5
3383,Armani,formel,t-shirt,1.015,130.4,58,181,32,37,890
3384,Armani,formel,t-shirt,1.005,91.2,57,162,29,32,514.8
3385,Armani,posé,maryoul,1.035,80.8,57,153,27,31,386.9
3386,HA,posé,kabbout,1.038333333,32,57,112,20,23,112.5
3387,Armani,posé,serwel,0.988333333,200.8,61,209,37,41,1454.3
3388,HA,sport,jacket,1.026666667,33.6,55,114,20,23,117.9
3389,Zen,mta3 a3res,kabbout,1.061666667,81.6,59,150,27,32,972.8
3390,Kontakt,mta3 a3res,kabbout,1.08,81.6,58,147,27,32,686.3
3391,HA,confy,serwel,1.045,46.4,56,125,23,26,123.4
3392,HA,confy,maryoul,1.043333333,27.2,55,105,19,22,56.5
3393,Bey&Bey,formel,maryoul,1.045,96.8,59,157,29,33,525.2
3394,HA,mta3 a3res,sabbat,1.021666667,57.6,55,137,25,28,349.5
3395,Zen,sport,maryoul,1.053333333,33.6,57,113,20,24,94.5
3396,Armani,classy,sabbat,1.021666667,31.2,60,110,20,22,58.1
3397,HA,sport,kabbout,1.023333333,40,57,121,22,25,183.8
3398,Zen,formel,sabbat,1.046666667,103.2,58,163,30,34,616.6
3399,Zen,posé,sabbat,1.023333333,107.2,58,169,30,34,796.5
3400,Armani,mta3 a3res,sabbat,0.99,121.6,60,180,32,36,1353
3401,HA,classy,serwel,1.021666667,84.8,57,155,28,32,393.2
3402,Zen,confy,serwel,1.036666667,120,58,173,31,36,829.1
3403,Kontakt,classy,jacket,1.126666667,56,54,132,23,29,169.1
3404,HA,sport,sabbat,1.03,44,58,124,22,25,165.9
3405,HA,sport,maryoul,1.005,81.6,56,155,28,31,470.8
3406,Zen,formel,maryoul,1.001666667,80.8,59,152,28,31,571.2
3407,Armani,confy,t-shirt,1.021666667,28.8,58,108,19,22,109.4
3408,Armani,mta3 kolyoum,maryoul,0.985,30.4,58,113,20,22,81.5
3409,Armani,posé,serwel,1.023333333,104.8,60,167,30,34,623.6
3410,Armani,sport,serwel,0.976666667,40.8,59,125,22,24,102.6
3411,Zen,formel,serwel,0.975,188,57,207,37,41,1512.2
3412,Armani,sport,maryoul,1.043333333,81.6,59,152,27,32,444.9
3413,Zen,mta3 kolyoum,serwel,1.055,60,58,136,25,29,255.1
3414,Armani,posé,maryoul,1.026666667,175.2,58,198,35,41,1701.6
3415,Kontakt,sport,hoodie,1.081666667,40,57,118,21,25,72.7
3416,Armani,formel,jacket,1.025,35.2,58,117,21,24,99
3417,Zen,sport,socks,1.016666667,24,62,102,18,21,89.5
3418,Zen,sport,kabbout,1.041666667,32,60,110,20,23,98.2
3419,Zen,formel,kabbout,1.05,25.6,57,102,18,21,56.1
3420,Armani,sport,sabbat,1.043333333,24.8,57,102,18,21,69.8
3421,Armani,confy,maryoul,0.995,80,57,155,28,31,532.2
3422,Bey&Bey,mta3 a3res,t-shirt,0.965,34.4,61,118,21,23,93.1
3423,Zen,posé,maryoul,1.048333333,24,56,101,18,21,42.1
3424,Bey&Bey,sport,maryoul,1.041666667,72,62,143,26,30,400.8
3425,HA,mta3 a3res,kabbout,1.03,48.8,55,128,23,27,263.4
3426,HA,sport,maryoul,1.026666667,56,55,135,24,28,314.5
3427,HA,sport,kabbout,1.035,20,56,95,17,20,52.5
3428,Armani,mta3 kolyoum,t-shirt,1.031666667,47.2,58,127,23,26,232.6
3429,HA,mta3 kolyoum,serwel,1.04,72,56,148,26,31,400.7
3430,Armani,mta3 kolyoum,sabbat,1.04,56.8,59,136,24,28,316.1
3431,Zen,mta3 a3res,maryoul,0.996666667,56,60,136,25,27,219.6
3432,Zen,mta3 a3res,kabbout,1.001666667,94.4,58,163,29,33,1143
3433,HA,sport,t-shirt,1.026666667,105.6,57,165,30,34,1209.4
3434,HA,mta3 kolyoum,sabbat,1.035,26.4,54,105,19,22,78.1
3435,Armani,formel,maryoul,1.02,97.6,59,162,29,33,536.8
3436,Armani,confy,serwel,1.035,97.6,56,163,29,34,497.4
3437,HA,classy,maryoul,1.01,192,57,204,37,42,1627.4
3438,HA,posé,maryoul,1.031666667,44.8,54,125,23,26,127
3439,HA,posé,sabbat,1.031666667,107.2,55,167,30,35,877.1
3440,HA,mta3 a3res,sabbat,1.04,82.4,56,153,27,32,675.1
3441,HA,mta3 kolyoum,sabbat,1.038333333,42.4,56,122,22,25,195.6
3442,HA,formel,sabbat,1.041666667,40,55,119,22,25,124.4
3443,Zen,mta3 a3res,serwel,1.036666667,80.8,58,150,27,31,433.2
3444,Bey&Bey,mta3 kolyoum,maryoul,1.065,40,56,119,21,25,121
3445,HA,sport,t-shirt,1.018333333,26.4,56,105,19,21,66.6
3446,Armani,classy,jacket,1.026666667,122.4,59,174,31,36,938.4
3447,Bey&Bey,mta3 a3res,maryoul,1.071666667,137.6,60,178,32,38,1349.9
3448,Zen,formel,maryoul,0.996666667,161.6,59,194,35,39,1619.2
3449,HA,posé,jacket,1.028333333,26.4,55,106,19,22,73
3450,Armani,sport,t-shirt,1.041666667,40,60,120,21,25,174.6
3451,Bey&Bey,sport,serwel,1.053333333,86.4,57,154,28,33,424.1
3452,Armani,mta3 kolyoum,serwel,1,56,60,135,24,28,259.6
3453,Zen,mta3 a3res,maryoul,1.031666667,28.8,59,107,19,22,60
3454,Zen,confy,sabbat,1.055,81.6,57,151,27,32,658.2
3455,Zen,classy,sabbat,1.043333333,116,58,172,30,36,698
3456,Kontakt,classy,sabbat,0.985,60,66,142,25,27,194.4
3457,Zen,mta3 kolyoum,sabbat,1.036666667,44,60,123,22,26,179.6
3458,HA,posé,maryoul,1.036666667,32,55,112,20,23,103.1
3459,HA,mta3 a3res,t-shirt,1.025,82.4,56,153,28,32,790.6
3460,HA,sport,kabbout,1.04,32,56,112,20,23,105
3461,HA,posé,kabbout,1.026666667,43.2,56,124,22,25,163.9
3462,Zen,classy,sabbat,1.045,58.4,57,135,24,28,210.1
3463,HA,confy,t-shirt,1.03,28.8,55,108,19,22,83.5
3464,Zen,mta3 a3res,serwel,1.048333333,120,55,172,31,36,981.7
3465,HA,mta3 kolyoum,serwel,1.01,56,56.6,136,24,27,257.5
3466,HA,mta3 a3res,serwel,0.995,102.4,57,169,30,33,417.9
3467,Armani,mta3 a3res,kabbout,0.968333333,77.6,60,155,28,30,676.8
3468,Armani,sport,t-shirt,1.03,34.4,59,114,21,24,94.3
3469,HA,formel,sabbat,1.041666667,25.6,55,103,19,21,44.9
3470,Bey&Bey,mta3 a3res,serwel,1.06,84,59,151,27,32,398.9
3471,HA,formel,t-shirt,1.033333333,24,57,101,18,21,45.7
3472,HA,sport,t-shirt,1.041666667,24.8,57,103,18,21,80.2
3473,Zen,mta3 kolyoum,serwel,1.025,59.2,59,137,25,28,274
3474,Bey&Bey,formel,sabbat,0.953333333,124.8,62,183,33,35,978.4
